,ID_event,Start,End,Sat,"Coords (Lat, Lon)",class,Raw_useful_granules,Raw_complementary_granules,Polygon_square,Raw_files,l1c_files,bbox_list,bbox_list_merged,Polygon
36,Raung_11,24/07/2020,24/07/2020 23:59,S2B,"(-8.116587097, 114.0563439)",eruption,"[0, 1, 2, 3]","[2, 3, 4, 1]","POLYGON ((114.01550928808638 -8.157273486401651, 114.01551750434399 -8.075896532636609, 114.09717029565601 -8.075896532636607, 114.09717851191363 -8.157273486401651, 114.01550928808638 -8.157273486401651))","['S2B_OPER_MSI_L0__GR_VGS2_20200724T060330_S20200724T025001_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200724T060330_S20200724T025005_D07_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200724T060330_S20200724T025005_D08_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200724T060330_S20200724T025008_D07_N02.09', 'S2B_OPER_MSI_L0__GR_VGS2_20200724T060330_S20200724T025008_D08_N02.09']","['S2B_MSIL1C_20200724T022549_N0209_R046_T49MHM_20200724T060733', 'S2B_MSIL1C_20200724T022549_N0209_R046_T49LHL_20200724T060733']","{0: [[[343, 989], [351, 987], [353, 994], [344, 996]]], 1: [[[621, 160], [626, 159], [627, 163], [622, 164]], [[217, 658], [224, 657], [225, 662], [218, 663]], [[743, 755], [750, 753], [751, 760], [744, 761]]], 2: [[[976, 243], [985, 241], [988, 252], [978, 254]]], 3: [[[589, 32], [594, 31], [594, 35], [589, 36]], [[744, 241], [750, 240], [751, 245], [745, 246]]]}","{0: [[[343, 989], [351, 987], [353, 994], [344, 996], [343, 989]]], 1: [[[[621, 160], [626, 159], [627, 163], [622, 164], [621, 160]], [[217, 658], [224, 657], [225, 662], [218, 663], [217, 658]], [[743, 755], [750, 753], [751, 760], [744, 761], [743, 755]]]], 2: [[[976, 243], [985, 241], [988, 252], [978, 254], [976, 243]]], 3: [[[[589, 32], [594, 31], [594, 35], [589, 36], [589, 32]], [[744, 241], [750, 240], [751, 245], [745, 246], [744, 241]]]]}","POLYGON((114.01096240288634 -8.243170545461172, 114.01099080484785 -7.98999780922754, 114.10169699515215 -7.98999780922754, 114.10172539711367 -8.243170545461172, 114.01096240288634 -8.243170545461172))"
37,Raung_12,29/07/2020,29/07/2020 23:59,S2A,"(-8.116587097, 114.0563439)",eruption,"[1, 2]","[3, 4]","POLYGON ((114.01550928808638 -8.157273486401651, 114.01551750434399 -8.075896532636609, 114.09717029565601 -8.075896532636607, 114.09717851191363 -8.157273486401651, 114.01550928808638 -8.157273486401651))","['S2A_OPER_MSI_L0__GR_EPAE_20200729T065334_S20200729T025002_D08_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20200729T065334_S20200729T025005_D08_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20200729T065334_S20200729T025009_D07_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20200729T065334_S20200729T025009_D08_N02.09', 'S2A_OPER_MSI_L0__GR_EPAE_20200729T065334_S20200729T025012_D07_N02.09']","['S2A_MSIL1C_20200729T022601_N0209_R046_T49LHL_20200729T070109', 'S2A_MSIL1C_20200729T022601_N0209_R046_T49MHM_20200729T070109']","{1: [[[400, 857], [407, 856], [409, 864], [402, 866]]], 2: [[[622, 488], [627, 487], [628, 491], [623, 492]], [[850, 680], [855, 679], [856, 685], [851, 686]]]}","{1: [[[400, 857], [407, 856], [409, 864], [402, 866], [400, 857]]], 2: [[[[622, 488], [627, 487], [628, 491], [623, 492], [622, 488]], [[850, 680], [855, 679], [856, 685], [851, 686], [850, 680]]]]}","POLYGON((114.01096240288634 -8.243170545461172, 114.01099080484785 -7.98999780922754, 114.10169699515215 -7.98999780922754, 114.10172539711367 -8.243170545461172, 114.01096240288634 -8.243170545461172))"
38,San_Miguel_10,06/02/2018,06/02/2018 23:59,S2A,"(13.3823, -88.2656)",eruption,"[1, 2]","[2, 3]","POLYGON ((-88.30713802812426 13.341621788171004, -88.3071519724357 13.422971255099657, -88.22404802756431 13.422971255099656, -88.22406197187576 13.341621788171004, -88.30713802812426 13.341621788171004))","['S2A_OPER_MSI_L0__GR_SGS__20180206T193919_S20180206T162940_D04_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20180206T193919_S20180206T162943_D05_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20180206T193919_S20180206T162947_D05_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20180206T193919_S20180206T162950_D05_N02.06']","['S2A_MSIL1C_20180206T161431_N0206_R140_T16PCV_20180206T194502', 'S2A_MSIL1C_20180206T161431_N0206_R140_T16PCA_20180206T194502']","{1: [[[303, 520], [308, 519], [308, 522], [303, 523]]], 2: [[[905, 6], [908, 5], [909, 11], [906, 11]], [[440, 391], [445, 390], [446, 397], [441, 398]], [[436, 429], [442, 427], [443, 432], [438, 433]], [[444, 432], [449, 431], [452, 440], [447, 441]], [[426, 442], [436, 441], [438, 449], [428, 451]], [[419, 445], [423, 444], [425, 449], [420, 450]], [[430, 446], [453, 441], [457, 458], [434, 463]], [[413, 451], [421, 449], [422, 454], [414, 456]], [[946, 452], [949, 452], [950, 456], [947, 456]], [[940, 457], [947, 455], [949, 464], [942, 465]], [[980, 493], [983, 493], [985, 499], [982, 500]], [[1125, 597], [1129, 596], [1130, 600], [1126, 601]]]}","{1: [[[303, 520], [308, 519], [308, 522], [303, 523], [303, 520]]], 2: [[[[436, 441], [426, 442], [428, 451], [431, 450], [434, 463], [457, 458], [453, 441], [436, 444], [436, 441]], [[425, 449], [423, 444], [419, 445], [419, 449], [413, 451], [414, 456], [422, 454], [421, 449], [425, 449]], [[950, 456], [949, 452], [946, 452], [946, 455], [940, 457], [942, 465], [949, 464], [947, 456], [950, 456]], [[905, 6], [908, 5], [909, 11], [906, 11], [905, 6]], [[440, 391], [445, 390], [446, 397], [441, 398], [440, 391]], [[436, 429], [442, 427], [443, 432], [438, 433], [436, 429]], [[444, 432], [449, 431], [452, 440], [447, 441], [444, 432]], [[980, 493], [983, 493], [985, 499], [982, 500], [980, 493]], [[1125, 597], [1129, 596], [1130, 600], [1126, 601], [1125, 597]]]]}","POLYGON((-88.31173708812645 13.255751543519487, -88.31178529083331 13.508838764884773, -88.2194147091667 13.508838764884773, -88.21946291187356 13.255751543519487, -88.31173708812645 13.255751543519487))"
39,San_Miguel_11,16/02/2018,16/02/2018 23:59,S2A,"(13.3823, -88.2656)",eruption,"[1, 2, 3, 4]","[0, 3, 4, 3]","POLYGON ((-88.30713802812426 13.341621788171004, -88.3071519724357 13.422971255099657, -88.22404802756431 13.422971255099656, -88.22406197187576 13.341621788171004, -88.30713802812426 13.341621788171004))","['S2A_OPER_MSI_L0__GR_MPS__20180216T224250_S20180216T162940_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180216T224250_S20180216T162943_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180216T224250_S20180216T162943_D05_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180216T224250_S20180216T162947_D05_N02.06', 'S2A_OPER_MSI_L0__GR_MPS__20180216T224250_S20180216T162950_D05_N02.06']","['S2A_MSIL1C_20180216T161341_N0206_R140_T16PCA_20180216T224729', 'S2A_MSIL1C_20180216T161341_N0206_R140_T16PCV_20180216T224729']","{1: [[[943, 382], [953, 380], [955, 387], [945, 389]], [[939, 392], [944, 391], [945, 395], [940, 396]], [[779, 575], [783, 574], [784, 579], [780, 580]]], 2: [[[1054, 643], [1064, 641], [1066, 650], [1056, 652]], [[402, 979], [407, 978], [408, 982], [403, 983]]], 3: [[[721, 468], [725, 467], [726, 472], [722, 472]], [[384, 662], [392, 661], [394, 665], [385, 667]], [[914, 846], [919, 845], [921, 849], [916, 850]]], 4: [[[302, 42], [309, 41], [310, 47], [303, 49]], [[506, 45], [510, 45], [511, 48], [507, 49]], [[841, 123], [845, 122], [846, 127], [842, 127]], [[1260, 325], [1270, 323], [1272, 330], [1262, 332]]]}","{1: [[[[943, 382], [953, 380], [955, 387], [945, 389], [943, 382]], [[939, 392], [944, 391], [945, 395], [940, 396], [939, 392]], [[779, 575], [783, 574], [784, 579], [780, 580], [779, 575]]]], 2: [[[[1054, 643], [1064, 641], [1066, 650], [1056, 652], [1054, 643]], [[402, 979], [407, 978], [408, 982], [403, 983], [402, 979]]]], 3: [[[[721, 468], [725, 467], [726, 472], [722, 472], [721, 468]], [[384, 662], [392, 661], [394, 665], [385, 667], [384, 662]], [[914, 846], [919, 845], [921, 849], [916, 850], [914, 846]]]], 4: [[[[302, 42], [309, 41], [310, 47], [303, 49], [302, 42]], [[506, 45], [510, 45], [511, 48], [507, 49], [506, 45]], [[841, 123], [845, 122], [846, 127], [842, 127], [841, 123]], [[1151, 325], [1151, 323], [1151, 330], [1151, 332], [1151, 325]]]]}","POLYGON((-88.31173708812645 13.255751543519487, -88.31178529083331 13.508838764884773, -88.2194147091667 13.508838764884773, -88.21946291187356 13.255751543519487, -88.31173708812645 13.255751543519487))"
40,San_Miguel_12,08/03/2018,08/03/2018 23:59,S2A,"(13.3823, -88.2656)",eruption,"[1, 3, 4]","[0, 4, 3]","POLYGON ((-88.30713802812426 13.341621788171004, -88.3071519724357 13.422971255099657, -88.22404802756431 13.422971255099656, -88.22406197187576 13.341621788171004, -88.30713802812426 13.341621788171004))","['S2A_OPER_MSI_L0__GR_MTI__20180308T210554_S20180308T162937_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MTI__20180308T210554_S20180308T162941_D04_N02.06', 'S2A_OPER_MSI_L0__GR_MTI__20180308T210554_S20180308T162941_D05_N02.06', 'S2A_OPER_MSI_L0__GR_MTI__20180308T210554_S20180308T162944_D05_N02.06', 'S2A_OPER_MSI_L0__GR_MTI__20180308T210554_S20180308T162948_D05_N02.06']","['S2A_MSIL1C_20180308T161111_N0206_R140_T16PCA_20180308T211755', 'S2A_MSIL1C_20180308T161111_N0206_R140_T16PCV_20180308T211755']","{1: [[[56, 655], [60, 654], [61, 657], [57, 657]], [[601, 627], [606, 626], [607, 631], [602, 632]], [[1035, 654], [1038, 653], [1038, 656], [1035, 657]], [[885, 826], [890, 825], [891, 829], [886, 830]]], 3: [[[1009, 934], [1013, 934], [1014, 938], [1010, 939]], [[355, 1088], [373, 1084], [383, 1126], [365, 1129]]], 4: [[[756, 212], [760, 212], [760, 214], [756, 215]], [[762, 211], [765, 210], [766, 214], [762, 215]], [[405, 554], [411, 553], [412, 559], [406, 560]], [[638, 601], [649, 599], [650, 606], [639, 608]], [[641, 609], [648, 607], [649, 613], [642, 614]], [[449, 1089], [455, 1088], [456, 1093], [450, 1094]]]}","{1: [[[[56, 655], [60, 654], [61, 657], [57, 657], [56, 655]], [[601, 627], [606, 626], [607, 631], [602, 632], [601, 627]], [[1035, 654], [1038, 653], [1038, 656], [1035, 657], [1035, 654]], [[885, 826], [890, 825], [891, 829], [886, 830], [885, 826]]]], 3: [[[[1009, 934], [1013, 934], [1014, 938], [1010, 939], [1009, 934]], [[355, 1088], [373, 1084], [383, 1126], [365, 1129], [355, 1088]]]], 4: [[[[756, 212], [760, 212], [760, 214], [756, 215], [756, 212]], [[762, 211], [765, 210], [766, 214], [762, 215], [762, 211]], [[405, 554], [411, 553], [412, 559], [406, 560], [405, 554]], [[638, 601], [649, 599], [650, 606], [639, 608], [638, 601]], [[641, 609], [648, 607], [649, 613], [642, 614], [641, 609]], [[449, 1089], [455, 1088], [456, 1093], [450, 1094], [449, 1089]]]]}","POLYGON((-88.31173708812645 13.255751543519487, -88.31178529083331 13.508838764884773, -88.2194147091667 13.508838764884773, -88.21946291187356 13.255751543519487, -88.31173708812645 13.255751543519487))"
41,Sangay_00,17/05/2019,17/05/2019 23:59,S2A,"(-2.005171432, -78.33997003)",eruption,[3],[4],"POLYGON ((-78.38041982593695 -2.0458670418995983, -78.380417827646 -1.9644747965453797, -78.29952223235401 -1.9644747965453802, -78.29952023406305 -2.0458670418995983, -78.38041982593695 -2.0458670418995983))","['S2A_OPER_MSI_L0__GR_MTI__20190517T201654_S20190517T154349_D08_N02.07', 'S2A_OPER_MSI_L0__GR_MTI__20190517T201654_S20190517T154349_D09_N02.07', 'S2A_OPER_MSI_L0__GR_MTI__20190517T201654_S20190517T154353_D09_N02.07', 'S2A_OPER_MSI_L0__GR_SGS__20190517T184648_S20190517T154342_D08_N02.07', 'S2A_OPER_MSI_L0__GR_SGS__20190517T184648_S20190517T154346_D08_N02.07', 'S2A_OPER_MSI_L0__GR_SGS__20190517T184648_S20190517T154349_D08_N02.07', 'S2A_OPER_MSI_L0__GR_SGS__20190517T184648_S20190517T154349_D09_N02.07', 'S2A_OPER_MSI_L0__GR_SGS__20190517T184648_S20190517T154353_D09_N02.07']","['S2A_MSIL1C_20190517T153621_N0207_R068_T17MQU_20190517T185745', 'S2A_MSIL1C_20190517T153621_N0207_R068_T17MQT_20190517T185745', 'S2A_MSIL1C_20190517T153621_N0207_R068_T17MRT_20190517T185745', 'S2A_MSIL1C_20190517T153621_N0207_R068_T17MRU_20190517T185745']","{3: [[[920, 1096], [924, 1095], [925, 1101], [921, 1101]], [[927, 1096], [948, 1092], [953, 1110], [932, 1115]]]}","{3: [[[[920, 1096], [924, 1095], [925, 1101], [921, 1101], [920, 1096]], [[927, 1096], [948, 1092], [953, 1110], [932, 1115], [927, 1096]]]]}","POLYGON((-78.38491665678492 -2.13178086832881, -78.38490974909273 -1.878560558129733, -78.29503031090728 -1.878560558129733, -78.29502340321508 -2.13178086832881, -78.38491665678492 -2.13178086832881))"
42,Sangay_01,05/07/2021,05/07/2021 23:59,S2A,"(-2.00482832, -78.34168665)",eruption,[0],[1],"POLYGON ((-78.3821364373425 -2.045523930158546, -78.38213443939415 -1.9641316844620493, -78.30123886060585 -1.9641316844620489, -78.3012368626575 -2.045523930158546, -78.3821364373425 -2.045523930158546))","['S2A_OPER_MSI_L0__GR_VGS2_20210705T203923_S20210705T154341_D08_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210705T203923_S20210705T154345_D08_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210705T203923_S20210705T154348_D08_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210705T203923_S20210705T154348_D09_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210705T203923_S20210705T154352_D09_N03.01']","['S2A_MSIL1C_20210705T153621_N0301_R068_T17MQT_20210705T205715', 'S2A_MSIL1C_20210705T153621_N0301_R068_T17MRU_20210705T205715', 'S2A_MSIL1C_20210705T153621_N0301_R068_T17MQU_20210705T205715', 'S2A_MSIL1C_20210705T153621_N0301_R068_T17MRT_20210705T205715']","{0: [[[926, 1046], [938, 1043], [940, 1053], [928, 1056]]]}","{0: [[[926, 1046], [938, 1043], [940, 1053], [928, 1056], [926, 1046]]]}","POLYGON((-78.38663326683357 -2.1314377569842904, -78.38662636032576 -1.8782174457203453, -78.29674693967424 -1.8782174457203453, -78.29674003316643 -2.1314377569842904, -78.38663326683357 -2.1314377569842904))"
43,Sangay_10,25/08/2018,25/08/2018 23:59,S2B,"(-2.0056, -78.33946)",eruption,[0],[1],"POLYGON ((-78.37990980667401 -2.0462956095761173, -78.37990780795508 -1.9649033646495069, -78.29901219204493 -1.9649033646495064, -78.299010193326 -2.0462956095761173, -78.37990980667401 -2.0462956095761173))","['S2B_OPER_MSI_L0__GR_SGS__20180825T203426_S20180825T154330_D08_N02.06', 'S2B_OPER_MSI_L0__GR_SGS__20180825T203426_S20180825T154334_D08_N02.06', 'S2B_OPER_MSI_L0__GR_SGS__20180825T203426_S20180825T154337_D08_N02.06', 'S2B_OPER_MSI_L0__GR_SGS__20180825T203426_S20180825T154337_D09_N02.06', 'S2B_OPER_MSI_L0__GR_SGS__20180825T203426_S20180825T154341_D09_N02.06']","['S2B_MSIL1C_20180825T153609_N0206_R068_T17MQT_20180825T205020', 'S2B_MSIL1C_20180825T153609_N0206_R068_T17MRT_20180825T205020', 'S2B_MSIL1C_20180825T153609_N0206_R068_T17MQU_20180825T205020', 'S2B_MSIL1C_20180825T153609_N0206_R068_T17MRU_20180825T205020']","{0: [[[851, 1092], [859, 1090], [860, 1096], [852, 1098]], [[862, 1093], [879, 1089], [882, 1102], [865, 1106]]]}","{0: [[[[851, 1092], [859, 1090], [860, 1096], [852, 1098], [851, 1092]], [[862, 1093], [879, 1089], [882, 1102], [865, 1106], [862, 1093]]]]}","POLYGON((-78.38440663921702 -2.1322094355099472, -78.38439973004544 -1.8789891266412109, -78.29452026995456 -1.8789891266412109, -78.29451336078299 -2.1322094355099472, -78.38440663921702 -2.1322094355099472))"
44,Sangay_11,29/10/2018,29/10/2018 23:59,S2A,"(-2.0056, -78.33946)",eruption,[0],[1],"POLYGON ((-78.37990980667401 -2.0462956095761173, -78.37990780795508 -1.9649033646495069, -78.29901219204493 -1.9649033646495064, -78.299010193326 -2.0462956095761173, -78.37990980667401 -2.0462956095761173))","['S2A_OPER_MSI_L0__GR_SGS__20181029T185048_S20181029T154335_D08_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20181029T185048_S20181029T154339_D08_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20181029T185048_S20181029T154339_D09_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20181029T185048_S20181029T154342_D08_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20181029T185048_S20181029T154342_D09_N02.06', 'S2A_OPER_MSI_L0__GR_SGS__20181029T185048_S20181029T154346_D09_N02.06']","['S2A_MSIL1C_20181029T153621_N0206_R068_T17MQT_20181029T191436', 'S2A_MSIL1C_20181029T153621_N0206_R068_T17MRU_20181029T191436', 'S2A_MSIL1C_20181029T153621_N0206_R068_T17MQU_20181029T191436', 'S2A_MSIL1C_20181029T153621_N0206_R068_T17MRT_20181029T191436']","{0: [[[957, 1012], [963, 1010], [965, 1016], [959, 1017]]]}","{0: [[[957, 1012], [963, 1010], [965, 1016], [959, 1017], [957, 1012]]]}","POLYGON((-78.38440663921702 -2.1322094355099472, -78.38439973004544 -1.8789891266412109, -78.29452026995456 -1.8789891266412109, -78.29451336078299 -2.1322094355099472, -78.38440663921702 -2.1322094355099472))"
45,Sangay_12,13/11/2018,13/11/2018 23:59,S2B,"(-2.0056, -78.33946)",eruption,[0],[1],"POLYGON ((-78.37990980667401 -2.0462956095761173, -78.37990780795508 -1.9649033646495069, -78.29901219204493 -1.9649033646495064, -78.299010193326 -2.0462956095761173, -78.37990980667401 -2.0462956095761173))","['S2B_OPER_MSI_L0__GR_SGS__20181113T184848_S20181113T154336_D08_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181113T184848_S20181113T154340_D08_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181113T184848_S20181113T154340_D09_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181113T184848_S20181113T154343_D08_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181113T184848_S20181113T154343_D09_N02.07', 'S2B_OPER_MSI_L0__GR_SGS__20181113T184848_S20181113T154347_D09_N02.07']","['S2B_MSIL1C_20181113T153619_N0207_R068_T17MQT_20181113T190334', 'S2B_MSIL1C_20181113T153619_N0207_R068_T17MQU_20181113T190334', 'S2B_MSIL1C_20181113T153619_N0207_R068_T17MRU_20181113T190334', 'S2B_MSIL1C_20181113T153619_N0207_R068_T17MRT_20181113T190334']","{0: [[[988, 1016], [996, 1014], [997, 1021], [989, 1022]], [[1001, 1017], [1015, 1014], [1017, 1024], [1003, 1027]], [[1019, 1023], [1027, 1021], [1028, 1026], [1020, 1027]]]}","{0: [[[[988, 1016], [996, 1014], [997, 1021], [989, 1022], [988, 1016]], [[1001, 1017], [1015, 1014], [1017, 1024], [1003, 1027], [1001, 1017]], [[1019, 1023], [1027, 1021], [1028, 1026], [1020, 1027], [1019, 1023]]]]}","POLYGON((-78.38440663921702 -2.1322094355099472, -78.38439973004544 -1.8789891266412109, -78.29452026995456 -1.8789891266412109, -78.29451336078299 -2.1322094355099472, -78.38440663921702 -2.1322094355099472))"
46,Sangay_31,19/09/2017,19/09/2017 23:59,S2B,"(-2.005515381, -78.33945337)",eruption,[0],[1],"POLYGON ((-78.37990317455385 -2.0462109906399903, -78.37990117591941 -1.964818745628943, -78.29900556408059 -1.964818745628943, -78.29900356544616 -2.0462109906399903, -78.37990317455385 -2.0462109906399903))","['S2B_OPER_MSI_L0__GR_SGS__20170919T203034_S20170919T154327_D08_N02.05', 'S2B_OPER_MSI_L0__GR_SGS__20170919T203034_S20170919T154330_D08_N02.05', 'S2B_OPER_MSI_L0__GR_SGS__20170919T203034_S20170919T154334_D08_N02.05', 'S2B_OPER_MSI_L0__GR_SGS__20170919T203034_S20170919T154334_D09_N02.05', 'S2B_OPER_MSI_L0__GR_SGS__20170919T203034_S20170919T154338_D09_N02.05']","['S2B_MSIL1C_20170919T154229_N0205_R068_T17MQU_20170919T154233', 'S2B_MSIL1C_20170919T154229_N0205_R068_T17MRT_20170919T154233', 'S2B_MSIL1C_20170919T154229_N0205_R068_T17MQT_20170919T154233', 'S2B_MSIL1C_20170919T154229_N0205_R068_T17MRU_20170919T154233']","{0: [[[905, 1112], [912, 1111], [914, 1117], [907, 1119]]]}","{0: [[[905, 1112], [912, 1111], [914, 1117], [907, 1119], [905, 1112]]]}","POLYGON((-78.38440000676215 -2.1321248166716384, -78.38439309788268 -1.8789045075402095, -78.29451364211732 -1.8789045075402095, -78.29450673323785 -2.1321248166716384, -78.38440000676215 -2.1321248166716384))"
47,Santa_Maria_00,16/02/2021,16/02/2021 23:59,S2A,"(14.73846505, -91.57296197)",eruption,"[0, 1, 2]","[1, 2, 1]","POLYGON ((-91.61474467653669 14.697791029671274, -91.61476018579714 14.779131380867003, -91.53116375420285 14.779131380867002, -91.5311792634633 14.697791029671274, -91.61474467653669 14.697791029671274))","['S2A_OPER_MSI_L0__GR_VGS2_20210216T201226_S20210216T164927_D11_N02.09', 'S2A_OPER_MSI_L0__GR_VGS2_20210216T201226_S20210216T164931_D11_N02.09', 'S2A_OPER_MSI_L0__GR_VGS2_20210216T201226_S20210216T164934_D11_N02.09']",['S2A_MSIL1C_20210216T163341_N0209_R083_T15PXS_20210216T201723'],"{0: [[[1257, 164], [1262, 163], [1263, 166], [1258, 168]]], 1: [[[754, 101], [763, 99], [764, 102], [755, 105]], [[84, 948], [90, 947], [91, 951], [85, 952]], [[1045, 842], [1049, 841], [1050, 846], [1046, 847]], [[1035, 856], [1048, 852], [1051, 864], [1037, 867]]], 2: [[[355, 509], [354, 506], [360, 504], [361, 508]], [[455, 519], [454, 516], [460, 514], [461, 518]], [[656, 249], [655, 246], [661, 244], [662, 248]]]}","{0: [[[1151, 164], [1151, 163], [1151, 166], [1151, 168]]], 1: [[[754, 101], [763, 99], [764, 102], [755, 105]], [[84, 948], [90, 947], [91, 951], [85, 952]], [[1045, 842], [1049, 841], [1050, 846], [1046, 847]], [[1035, 856], [1048, 852], [1051, 864], [1037, 867]]], 2: [[[355, 509], [354, 506], [360, 504], [361, 508]], [[455, 519], [454, 516], [460, 514], [461, 518]], [[656, 249], [655, 246], [661, 244], [662, 248]]]}","POLYGON((-91.61936909053989 14.611930270254309, -91.61942270296655 14.864989131464794, -91.52650123703344 14.864989131464794, -91.5265548494601 14.611930270254309, -91.61936909053989 14.611930270254309))"
48,Stromboli_01,07/07/2019,07/07/2019 23:59,S2A,"(38.79328, 15.21025)",eruption,[2],[4],"POLYGON ((15.158482487395217 38.75273206291604, 15.158423813696526 38.833804695993265, 15.262076186303474 38.83380469599327, 15.262017512604784 38.75273206291604, 15.158482487395217 38.75273206291604))","['S2A_OPER_MSI_L0__GR_EPAE_20190707T104720_S20190707T095957_D09_N02.07', 'S2A_OPER_MSI_L0__GR_EPAE_20190707T104720_S20190707T095957_D10_N02.07', 'S2A_OPER_MSI_L0__GR_EPAE_20190707T104720_S20190707T100000_D09_N02.07', 'S2A_OPER_MSI_L0__GR_EPAE_20190707T104720_S20190707T100000_D10_N02.07', 'S2A_OPER_MSI_L0__GR_EPAE_20190707T104720_S20190707T100004_D09_N02.07']","['S2A_MSIL1C_20190707T095031_N0207_R079_T33SWC_20190707T110339', 'S2A_MSIL1C_20190707T095031_N0207_R079_T33SWD_20190707T110339']","{2: [[[891, 1037], [909, 1032], [914, 1048], [895, 1053]]]}","{2: [[[891, 1037], [909, 1032], [914, 1048], [895, 1053], [891, 1037]]]}","POLYGON((15.152799115154002 38.667151485678914, 15.152596291366534 38.91937744019655, 15.267903708633467 38.919377440196556, 15.267700884845999 38.667151485678914, 15.152799115154002 38.667151485678914))"
49,Stromboli_02,08/01/2019,08/01/2019 23:59,S2A,"(38.79449, 15.21163)",eruption,[2],[4],"POLYGON ((15.159861613432247 38.75394207083945, 15.159802936208022 38.83501468708071, 15.26345706379198 38.835014687080715, 15.263398386567752 38.75394207083945, 15.159861613432247 38.75394207083945))","['S2A_OPER_MSI_L0__GR_MTI__20190108T100818_S20190108T095947_D09_N02.07', 'S2A_OPER_MSI_L0__GR_MTI__20190108T100818_S20190108T095947_D10_N02.07', 'S2A_OPER_MSI_L0__GR_MTI__20190108T100818_S20190108T095951_D09_N02.07', 'S2A_OPER_MSI_L0__GR_MTI__20190108T100818_S20190108T095951_D10_N02.07', 'S2A_OPER_MSI_L0__GR_MTI__20190108T100818_S20190108T095954_D09_N02.07']","['S2A_MSIL1C_20190108T095401_N0207_R079_T33SWD_20190108T102652', 'S2A_MSIL1C_20190108T095401_N0207_R079_T33SWC_20190108T102652']","{2: [[[865, 1017], [874, 1015], [877, 1026], [868, 1029]]]}","{2: [[[865, 1017], [874, 1015], [877, 1026], [868, 1029], [865, 1017]]]}","POLYGON((15.154178148201208 38.66836151124722, 15.153975312226583 38.920587413385604, 15.269284687773416 38.920587413385604, 15.269081851798791 38.66836151124722, 15.154178148201208 38.66836151124722))"
50,Telica_00,26/08/2021,26/08/2021 23:59,S2A,"(12.60482658, -86.84017166)",eruption,[1],[2],"POLYGON ((-86.8815810691675 12.564146147141257, -86.88159413532141 12.645500472761873, -86.79874918467858 12.645500472761873, -86.7987622508325 12.564146147141257, -86.8815810691675 12.564146147141257))","['S2A_OPER_MSI_L0__GR_VGS2_20210826T211801_S20210826T162000_D01_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210826T211801_S20210826T162004_D01_N03.01', 'S2A_OPER_MSI_L0__GR_VGS2_20210826T211801_S20210826T162008_D01_N03.01']","['S2A_MSIL1C_20210826T155911_N0301_R097_T16PEU_20210826T212655', 'S2A_MSIL1C_20210826T155911_N0301_R097_T16PEV_20210826T212655']","{1: [[[452, 568], [456, 568], [457, 572], [453, 573]]]}","{1: [[[452, 568], [456, 568], [457, 572], [453, 573], [452, 568]]]}","POLYGON((-86.88616686658177 12.47827085254446, -86.88621203367174 12.731373189890121, -86.79413128632825 12.731373189890121, -86.79417645341822 12.47827085254446, -86.88616686658177 12.47827085254446))"
